sys.exec.out.time {s},dyn.organs.Cli {--},dyn.organs.Clu {--},dyn.organs.Cm {--},dyn.organs.dC_liver_dt {--},dyn.organs.dC_lung_dt {--},dyn.organs.dC_tissue_dt {--}
0,0,0,35,0,98.7159130268826,-10.0379565473621
0.01,0.000640801620931989,0.971323472869955,34.9006792450365,0.128160324186398,95.5487815471084,-9.82619444532761
0.02,0.00251684568255186,1.91238924570172,34.8034118303059,0.249384845027755,92.615821653438,-9.62404964126718
0.03,0.00558472094052454,2.8248397790095,34.7081375560308,0.36639599669204,89.8296464645178,-9.42774752760053
0.04,0.00980311331887038,3.71003576295381,34.6147991196509,0.479380926359168,87.1679104370296,-9.23703036197463
0.05,0.0151325055982569,4.5691458485852,34.5233416910657,0.588504189215495,84.6148777774031,-9.05167229530286
0.06,0.0215349648359752,5.40320121160275,34.4337126126485,0.693913517231394,82.1589777796759,-8.87147117156251
0.07,0.0289739850774898,6.21313044848518,34.3458611778522,0.79574370369812,79.7913808840486,-8.69624300903075
0.08,0.037414366483856,6.99978284677332,34.2597384615458,0.894119289943158,77.5051291908651,-8.5258181855628
0.09,0.0468221193548293,7.76394446243908,34.1752971856959,0.989156473057286,75.2945840289198,-8.3600387317268
0.1,0.0571643857292086,8.50634957323715,34.0924916099836,1.08096449444261,73.155062856201,-8.19875636208048
0.11,0.0684093737515269,9.22768906065573,34.0112774405188,1.16964667400041,71.0825934936982,-8.04183101011381
0.12,0.0805263015477193,9.92861669316423,33.9316117520208,1.25530119700067,69.0737434447523,-7.88912971461673
0.13,0.0934853483464473,10.6097539393694,33.8534529202508,1.33802172474996,67.1254986323167,-7.74052575635166
0.14,0.107257611237037,11.2716937285094,33.7767605624106,1.41789787732467,65.2351754767077,-7.59589797641638
0.15,0.121815066396488,11.9150034422074,33.7014954838478,1.4950156217822,63.4003559682372,-7.45513022881009
0.16,0.137130533922574,12.5402273347637,33.6276196298448,1.56945758940478,61.6188389156757,-7.31811093373311
0.17,0.153177645624411,13.1478885217114,33.555096041569,1.6413033388611,59.888602778123,-7.18473270763182
0.18,0.169930815275378,13.7384906373228,33.483888815483,1.71062957757881,58.2077769267969,-7.05489205252814
0.19,0.187365210945088,14.3125192347661,33.4139630656698,1.77751035040486,56.5746191328606,-6.9284890917423
0.2,0.205456729109688,14.8704429836411,33.3452848886481,1.84201720234571,54.9874977161587,-6.80542734236446
0.21,0.224181970301665,15.4127147060683,33.2778213303379,1.90421932053143,53.4448772269136,-6.68561351717167
0.22,0.243518216107214,15.9397722826898,33.2115403549044,1.96418365934452,51.9453068364547,-6.56895735039538
0.23,0.263443407355274,16.4520394527315,33.1464108152608,2.02197505176437,50.4874108275979,-6.45537144300857
0.24,0.283936123370212,16.9499265269233,33.0824024250471,2.07765630931327,49.0698807287403,-6.34477112414562
0.25,0.304975562182034,17.4338310280485,33.0194857319353,2.13128831248712,47.6914687468826,-6.2370743259819
0.26,0.32654152160529,17.9041382708392,32.957632092136,2.18293009317044,46.350982236222,-6.13220146994439
0.27,0.348614381111623,18.3612218905918,32.8968136459993,2.23263891023997,45.0472789992808,-6.03007536254405
0.28,0.371175084432044,18.8054443280646,32.8370032946204,2.28047031933146,43.7792632626642,-5.93062109944611
0.29,0.394205122833977,19.2371572768037,32.7781746773726,2.32647823756475,42.5458822036267,-5.83376597665003
0.3,0.417686519025517,19.6567020979327,32.7203021502998,2.37071500388008,41.346122929606,-5.73943940785174
0.31,0.441601811645371,20.0644102065578,32.6633607653105,2.41323143552608,40.1790098328356,-5.64757284722113
0.32,0.465934040301979,20.4606034332376,32.6073262501224,2.45407688114926,39.0436022576112,-5.55809971695604
0.33,0.490666731129505,20.8455943633994,32.5521749889115,2.49329927086224,37.9389924298413,-5.47095533907697
0.34,0.515783882831904,21.2196866571263,32.4978840036255,2.53094516360892,36.8643036079901,-5.3860768710109
0.35,0.541269953189244,21.5831753513685,32.4444309359257,2.56705979209656,35.818688422014,-5.30340324458056
0.36,0.567109846002989,21.936347146324,32.3917940297241,2.60168710552539,34.8013273728587,-5.22287510807211
0.37,0.593288898459109,22.2794806774855,32.3399521142874,2.63486981031351,33.8114274698586,-5.14443477109988
0.38,0.619792868889758,22.6128467746407,32.2888845878792,2.66664940898816,32.848220987228,-5.0680261520257
0.39,0.646607924915851,22.9367087089412,32.2385714019178,2.69706623739164,31.9109643239456,-4.99359472772212
0.4,0.673720631954283,23.251322429009,32.1889930456257,2.72615950033146,30.9989369538714,-4.92108748549567
0.41,0.701117942074751,23.5569367869308,32.14013053115,2.75396730578821,30.1114404550037,-4.85045287700904
0.42,0.728787183192235,23.8537937548838,32.0919653791356,2.78052669778162,29.247797608492,-4.78164077405988
0.43,0.756716048582106,24.1421286330536,32.0444796047311,2.80587368798326,28.4073515594261,-4.71460242609055
0.44,0.784892586705718,24.422170249428,31.9976557040128,2.83004328615524,27.5894650325887,-4.64929041931652
0.45,0.813305191335061,24.6941411519875,31.9514766408097,2.85306952948554,26.7935195973297,-4.58565863737345
0.46,0.841942591965743,24.9582577937604,31.9059258339151,2.8749855108835,26.0189149765341,-4.52366222339295
0.47,0.870793844508175,25.2147307111617,31.8609871446709,2.89582340629287,25.2650683953359,-4.46325754342569
0.48,0.899848322247372,25.463764695994,31.8166448649116,2.91561450107452,24.5314139658064,-4.40440215113875
0.49,0.929095707062299,25.7055589614564,31.7728837052559,2.93438921550604,23.8174021043304,-4.34705475372007
0.5,0.958525980896131,25.9403073024718,31.7296887837324,2.95217712944148,23.1224989787959,-4.29117517892917
0.51,0.988129417469211,26.16819825062,31.6870456147311,2.96900700617094,22.4461859830776,-4.23672434323833
