sys.exec.out.time {s},dyn.organs.Cli {--},dyn.organs.Clu {--},dyn.organs.Cm {--},dyn.organs.dC_liver_dt {--},dyn.organs.dC_lung_dt {--},dyn.organs.dC_tissue_dt {--}
0,0,0,35,0,102.809322196517,-10.2437816097132
0.01,0.000680056717756751,1.01075785881839,34.8986914078413,0.13601134355135,99.3422495671611,-10.0179368220204
0.02,0.00266973454402399,1.98845610236011,34.7995691872851,0.264469677672436,96.1415271602756,-9.80287420657907
0.03,0.00592189485047192,2.93495498702178,34.7025660191713,0.388359325645746,93.1070246227786,-9.59433728787329
0.04,0.0103917755902449,3.85179551375703,34.6076179529287,0.507891986618125,90.2134149927054,-9.39202645088844
0.05,0.016036645880548,4.74030077302328,34.5146639114133,0.623253369036966,87.4428315306006,-9.19567930524313
0.06,0.0228155613684677,5.601637585397,34.4236453406018,0.734609814768942,84.7821111382421,-9.00506116649125
0.07,0.0306891831267924,6.43685594347668,34.3345059505732,0.842112762324627,82.2211886245563,-8.81995864413815
0.08,0.0396196384083744,7.24691533281398,34.2471915166241,0.945901835873145,79.7521160498735,-8.64017520504487
0.09,0.0495704100336347,8.03270293431104,34.161649721505,1.0461070403155,77.3684395014044,-8.46552802166263
0.1,0.0605062460091383,8.79504660653055,34.0778300267037,1.14285036040671,75.0647893225987,-8.29584567669311
0.11,0.0723930838532341,9.53472439961555,33.9956835648364,1.23624695299301,72.8366026379029,-8.13096645240172
0.12,0.0851979858876295,10.2524716982714,33.915163047772,1.32640605516779,70.6799305510563,-7.97073702808252
0.13,0.098889082894565,10.9489867031151,33.8362226867524,1.41343168994367,68.5913010827826,-7.81501146841141
0.14,0.113435524290144,11.6249347214811,33.758818121854,1.4974232248296,66.5676197228957,-7.66365042309754
0.15,0.128807433471109,12.2809515881687,33.6829063588586,1.57847582166148,64.6060959322729,-7.51652048273383
0.16,0.144975867341981,12.9176464388736,33.6084457121111,1.6566808047264,62.7041879051824,-7.37349365199903
0.17,0.161912779275567,13.5356039941125,33.5353957522876,1.73212596656906,60.8595604124353,-7.23444691235823
0.18,0.179590984936178,14.1353864673963,33.4637172582568,1.80489582559956,59.070052168033,-7.09926185398037
0.19,0.197984130523271,14.7175351809523,33.3933721723986,1.87507184593191,57.3336502326739,-6.96782436189143
0.2,0.217066663088219,15.2825719508823,33.3243235588806,1.94273262725989,55.6484696877666,-6.84002434515045
0.21,0.236813802647975,15.8310002883352,33.2565355644977,2.00795407068546,54.012737306668,-6.71575550055184
0.22,0.257201515873387,16.3633064521933,33.1899733817537,2.07080952503352,52.4247782928022,-6.59491510434181
0.23,0.278206491171366,16.8799603806239,33.1246032139268,2.1313699171652,50.8830053963704,-6.47740382690404
0.24,0.299806115012201,17.3814165228021,33.0603922419043,2.18970386903789,49.3859098945192,-6.3631255664668
0.25,0.321978449378586,17.8681145875584,32.9973085926114,2.24587780368271,47.9320540452793,-6.25198729871308
0.26,0.34470221023279,18.3404802222541,32.9353213088825,2.29995604182964,46.5200647175196,-6.14389893980805
0.27,0.367956746914387,18.7989256325352,32.8744003206526,2.35200089057058,45.1486279672682,-6.03877322084605
0.28,0.391722022393748,19.2438501515657,32.8145164173585,2.40207272518714,43.8164843817258,-5.93652557209807
0.29,0.41597859431691,19.6756407657409,32.7556412214604,2.45023006506287,42.5224250508034,-5.83707401573767
0.3,0.440707596785984,20.0946726026187,32.6977471630014,2.49652964443664,41.2652880553674,-5.74033906595783
0.31,0.465890722826234,20.5013093858114,32.6408074551365,2.54102647862375,40.043955383936,-5.64624363557764
