sys.exec.out.time {s},dyn.organs.Cli {--},dyn.organs.Clu {--},dyn.organs.Cm {--},dyn.organs.dC_liver_dt {--},dyn.organs.dC_lung_dt {--},dyn.organs.dC_tissue_dt {--}
0,0,0,35,0,101.273973169605,-10.167205633825
0.01,0.000667704755673218,0.996242012070007,34.8994253098241,0.133540951134644,97.9744292443965,-9.94773240134692
0.02,0.00262153390203106,1.96093147726686,34.8009776262163,0.259708980802435,94.9119773623278,-9.73839141326131
0.03,0.00581524412284522,2.89572446747535,34.7045933925347,0.381383483071735,91.9990589724312,-9.53522622638737
0.04,0.0102047785638975,3.80201501447767,34.6102120444666,0.498761935640033,89.2145608577415,-9.33796743236289
0.05,0.0157479775741709,4.68101420868325,34.5177756033648,0.612019491702939,86.5432980283667,-9.14637694070317
0.06,0.0224043694443001,5.5337995139139,34.4272283828376,0.721314420093697,83.9739024833952,-8.96024028150945
0.07,0.0301350126764368,6.3613469653969,34.3385167682444,0.826791816165142,81.4975645547867,-8.77936135828858
0.08,0.0389023728284227,7.16455302068066,34.2515890450739,0.928586201749965,79.1072491800048,-8.6035587742196
0.09,0.0486702233769204,7.94424988735513,34.166395261256,1.02682339408972,76.7971895740036,-8.43266319345516
0.1,0.0594035637801423,8.70121658940513,34.082887113752,1.12162188186162,74.5625495833628,-8.26651540007107
0.11,0.0710685501915511,9.43618716335024,34.0010178529865,1.21309386107587,72.3991922290889,-8.10496483827846
0.12,0.0836324357050793,10.1498568690082,33.9207422007059,1.30134603115967,70.3035171425253,-7.9478684918534
0.13,0.0970635179396296,10.8428869943391,33.8420162781649,1.3864802185718,68.2723438967671,-7.79509000745282
0.14,0.111331092388385,11.5159086436911,33.7647975424123,1.46859387409815,66.302826638446,-7.6464989965043
0.15,0.126405410379877,12.169525777032,33.689044729049,1.54778047606201,64.3923905177182,-7.5019704700627
0.16,0.14225764079132,12.8043176878443,33.6147178002403,1.62412986236117,62.5386835873144,-7.36138437422387
0.17,0.158859834863149,13.4208410537466,33.5417778970662,1.69772850788207,60.739539867619,-7.22462520268884
0.18,0.176184893614195,14.019631657192,33.4701872955,1.76865975942491,58.992950597485,-7.09158166932122
0.19,0.194206537467291,14.6012058480177,33.3999093654658,1.83700403715901,57.297041571542,-6.96214642794673
0.2,0.212899277777273,15.1660618014849,33.3309085325398,1.90283900939784,55.6500550624015,-6.83621582979753
0.21,0.232238390015169,15.7146806124156,33.2631502419478,1.96623974586563,54.0503352384065,-6.71368971129113
0.22,0.252199888409634,16.2475272565253,33.1966009245789,2.0272788534388,52.496316276293,-6.5944712065144
